record_id,project,workflow_id,model_provider,prompt_type,variant,generated_test_code_path,generated_code_text,code_char_length,code_line_count,assertion_count,ui_open_count,click_count,setvalue_count,sendkeys_count,selector_id_count,selector_xpath_count,selector_css_count,text_assertion_count,selenide_usage_count,selenium_usage_count,junit_usage_count,original_final_label,binary_label,binary_label_name,failure_taxonomy_label
JPetStore6_JPS-WF19_P2_DeepSeek_V01,JPetStore 6,JPS-WF19,DeepSeek,P2,1,generated_tests/JPetStore6/JPS-WF19/P2/DeepSeek/JPS_WF19_P2_DeepSeek_V01_IT.java,"package org.mybatis.jpetstore;

import com.codeborne.selenide.Configuration;
import com.codeborne.selenide.Selenide;
import org.junit.jupiter.api.BeforeAll;
import org.junit.jupiter.api.Test;
import org.openqa.selenium.By;

import java.util.concurrent.TimeUnit;

import static com.codeborne.selenide.Condition.visible;
import static com.codeborne.selenide.Selenide.$;
import static com.codeborne.selenide.Selenide.title;

public class JPS_WF19_P2_DeepSeek_V01_IT {

    @BeforeAll
    public static void setUp() {
        Configuration.browser = ""chrome"";
        Configuration.headless = true;
        Configuration.timeout = TimeUnit.SECONDS.toMillis(10);
        Configuration.baseUrl = ""htt<LOCAL_PATH>"";
    }

    @Test
    public void testSignInPageNavigation() {
        // Open the JPetStore application
        Selenide.open(""/"");
        
        // Click on the Sign In link
        $(By.linkText(""Sign In"")).click();
        
        // Verify the login form fields and login button are present
        $(By.name(""username"")).shouldBe(visible);
        $(By.name(""password"")).shouldBe(visible);
        $(By.name(""signon"")).shouldBe(visible);
        
        // Verify the page title to confirm we are on the Sign In page
        String pageTitle = title();
        assert pageTitle.contains(""JPetStore"") : ""Expected page title to contain 'JPetStore', but was: "" + pageTitle;
    }
}
",1414,43,5,1,1,0,0,0,0,4,2,16,4,2,Runtime / Locator Error,0,Failure,Runtime / Locator Error
HD_OPENAI_P2V1_02298,HelpDeskApp,HD-WF22,OpenAI,P2,1,<USER_HOME>/Desktop/Research1/generated_tests/HelpDeskApp/HD-WF22/P2/OpenAI/HDWF22_P2_OpenAI_V01_IT.java,"package com.research.helpdesk;

import com.codeborne.selenide.Configuration;
import org.junit.jupiter.api.BeforeAll;
import org.junit.jupiter.api.Test;

import static com.codeborne.selenide.Selenide.*;
import static com.codeborne.selenide.Condition.*;

public class HDWF22_P2_OpenAI_V01_IT {

    @BeforeAll
    static void setup() {
        Configuration.baseUrl = ""htt<LOCAL_PATH>"";
        Configuration.browserSize = ""1366x768"";
    }

    @Test
    void filterOpenTickets() {
        // Create a closed ticket
        open(""/tickets/new"");
        $(""#title"").setValue(""Closed Ticket Test"");
        $(""#requester"").setValue(""User A"");
        $(""#category"").selectOption(""General"");
        $(""#priority"").selectOption(""Medium"");
        $(""#status"").selectOption(""Closed"");
        $(""#description"").setValue(""This is a closed ticket."");
        $(""#save-ticket-button"").click();

        // Create an open ticket
        open(""/tickets/new"");
        $(""#title"").setValue(""Open Ticket Test"");
        $(""#requester"").setValue(""User B"");
        $(""#category"").selectOption(""Technical"");
        $(""#priority"").selectOption(""High"");
        $(""#status"").selectOption(""Open"");
        $(""#description"").setValue(""This is an open ticket."");
        $(""#save-ticket-button"").click();

        // Go back to tickets page
        open(""/tickets"");

        // Click on Open Tickets filter
        $(""a[href='/tickets/status/Open']"").click();

        // Verify that only open tickets are displayed
        String openTicketTitle = ""Open Ticket Test"";
        String closedTicketTitle = ""Closed Ticket Test"";

        // Check if the open ticket is present
        $(""table#tickets-table"").shouldHave(text(openTicketTitle));

        // Check if the closed ticket is not present
        $(""table#tickets-table"").shouldNotHave(text(closedTicketTitle));
    }
}
",1867,57,2,3,3,6,0,16,0,17,3,22,0,1,Runtime / Driver Error,0,Failure,Runtime / Driver Error
SpringPetClinic_SPC-WF26_P1_OpenAI_V01,Spring PetClinic,SPC-WF26,OpenAI,P1,1,generated_tests/SpringPetClinic/SPC-WF26/P1/OpenAI/SPC_WF26_P1_OpenAI_V01_IT.java,"package org.springframework.samples.petclinic;

import com.codeborne.selenide.Configuration;
import org.junit.jupiter.api.BeforeAll;
import org.junit.jupiter.api.Test;

import static com.codeborne.selenide.Selenide.*;

import static org.assertj.core.api.Assertions.assertThat;

public class SPC_WF26_P1_OpenAI_V01_IT {

    @BeforeAll
    static void setUp() {
        Configuration.baseUrl = ""htt<LOCAL_PATH>"";
        Configuration.browserSize = ""1400x1000"";
}

    @Test
    void openErrorPage() {
        // Open the home page
        open(""/"");

        // Click on the Error link
        $(""a[href='/error']"").click();

        // Verify the error page is displayed
        String errorMessage = $(""h1"").getText();
        assertThat(errorMessage).contains(""Error"");
        
        // Additional verification for the error page content
        String errorDescription = $(""p"").getText();
        assertThat(errorDescription).contains(""Something went wrong"");
    }
}
",981,36,7,1,1,0,0,0,0,3,4,6,0,6,Runtime / Locator Error,0,Failure,Runtime / Locator Error
JPetStore6_JPS-WF18_P3_OpenAI_V02_R1,JPetStore 6,JPS-WF18,OpenAI,P3,2,<USER_HOME>/Desktop/Research1/generated_tests/JPetStore6_Rerun_R1/JPS-WF18/P3/OpenAI/JPS_WF18_P3_OpenAI_V02_R1_IT.java,"package org.mybatis.jpetstore;

import static com.codeborne.selenide.Condition.empty;
import static com.codeborne.selenide.Condition.text;
import static com.codeborne.selenide.Selenide.$;
import static com.codeborne.selenide.Selenide.open;
import static com.codeborne.selenide.WebDriverRunner.getWebDriver;
import static org.assertj.core.api.Assertions.assertThat;
import static org.openqa.selenium.By.id;
import static org.openqa.selenium.By.linkText;
import static org.openqa.selenium.By.cssSelector;
import static com.codeborne.selenide.WebDriverRunner.browser;

import com.codeborne.selenide.Configuration;
import java.util.concurrent.TimeUnit;
import org.junit.jupiter.api.BeforeAll;
import org.junit.jupiter.api.Test;

public class JPS_WF18_P3_OpenAI_V2_IT {

  @BeforeAll
  static void setUp() {
    browser = ""CHROME"";
    Configuration.headless = true;
    Configuration.timeout = TimeUnit.SECONDS.toMillis(10);
    Configuration.baseUrl = ""htt<LOCAL_PATH>"";
  }

  @Test
  void addItemsFromMultipleCategories() {
    open(""/"");
    assertThat(title()).isEqualTo(""JPetStore Demo"");
    $(cssSelector(""#Content h2"")).shouldBe(text(""Welcome to JPetStore 6""));

    $(linkText(""Enter the Store"")).click();
    $(id(""WelcomeContent"")).shouldBe(empty);

    $(cssSelector(""#Catalog h2"")).shouldBe(text(""Fish""));
    $(linkText(""FI-SW-01"")).click();
    $(cssSelector(""#Catalog"")).shouldBe(text(""Angelfish""));
    $(linkText(""Add to Cart"")).click();

    $(cssSelector(""#Cart"")).shouldBe(text(""Angelfish""));
    $(linkText(""Continue Shopping"")).click();

    $(cssSelector(""#Catalog h2"")).shouldBe(text(""Dogs""));
    $(linkText(""K9-BD-01"")).click();
    $(cssSelector(""#Catalog"")).shouldBe(text(""Bull Dog""));
    $(linkText(""Add to Cart"")).click();

    $(cssSelector(""#Cart"")).shouldBe(text(""Angelfish""));
    $(cssSelector(""#Cart"")).shouldBe(text(""Bull Dog""));
    $(cssSelector(""#Cart"")).shouldBe(text(""Shopping Cart""));
  }
}",1948,55,14,1,6,0,0,10,0,17,15,35,6,5,Compilation Error,0,Failure,Compilation Error
BookStore_BS-WF25_P2_DeepSeek_V01,BookStore,BS-WF25,DeepSeek,P2,1,generated_tests/BookStore/BS-WF25/P2/DeepSeek/BS_WF25_P2_DeepSeek_V01_IT.java,"package com.online.book.store;

import com.codeborne.selenide.Configuration;
import io.github.bonigarcia.wdm.WebDriverManager;
import com.codeborne.selenide.SelenideElement;
import org.junit.jupiter.api.BeforeAll;
import org.junit.jupiter.api.BeforeEach;
import org.junit.jupiter.api.Test;

import static com.codeborne.selenide.Condition.*;
import static com.codeborne.selenide.WebDriverRunner.url;
import static com.codeborne.selenide.Selenide.*;

public class BS_WF25_P2_DeepSeek_V01_IT {

    @BeforeAll
    static void configureChromeDriverForBookStore() {
        WebDriverManager.chromedriver().setup();
        System.setProperty(""webdriver.chrome.driver"",
                ""<USER_HOME>//.cache//selenium//chromedriver//win64//150.0.7871.124//chromedriver.exe"");
        Configuration.browser = ""chrome"";
        Configuration.headless = true;
        Configuration.baseUrl = ""htt<LOCAL_PATH>"";
        Configuration.timeout = 10000;
    }



    @BeforeAll
    public static void setup() {
        Configuration.baseUrl = ""htt<LOCAL_PATH>"";
        Configuration.browserSize = ""1400x1000"";
        Configuration.timeout = 10000;
    }

    @BeforeEach
    public void loginAsAdmin() {
        open(""/Login"");
        $(""#email"").shouldBe(visible).setValue(""admin"");
        $(""#password"").shouldBe(visible).setValue(""admin"");
        $(""input[value='Continue']"").shouldBe(visible).click();
        // Wait for admin home page to load
        $(""body"").shouldHave(text(""Admin""));
    }

    @Test
    public void testAddBookWithValidDetails() {
        // Navigate to Book Management page
        open(""/Book_Management"");
        $(""body"").shouldBe(visible);
        
        // Verify we are on the book management page
        String pageText = $(""body"").getText();
        boolean hasBookManagementContent = pageText.contains(""Book"") || 
                                          pageText.contains(""book"") || 
                                          pageText.contains(""Add"") || 
                                          pageText.contains(""add"");
        assert hasBookManagementContent : ""Expected Book Management page content"";
        
        // Look for book addition form elements
        // Try to find form fields by common names
        SelenideElement bookNameField = null;
        SelenideElement authorField = null;
        SelenideElement priceField = null;
        SelenideElement quantityField = null;
        SelenideElement submitButton = null;
        
        // Search for input fields
        java.util.List<SelenideElement> inputs = $$(""input[type='text'], input[type='number'], input:not([type='hidden']):not([type='submit']):not([type='button'])"");
        
        for (SelenideElement input : inputs) {
            String name = input.getAttribute(""name"");
            String id = input.getAttribute(""id"");
            String placeholder = input.getAttribute(""placeholder"");
            
            if (name != null) {
                String lowerName = name.toLowerCase();
                if (lowerName.contains(""book"") || lowerName.contains(""name"") || lowerName.contains(""title"")) {
                    bookNameField = input;
                } else if (lowerName.contains(""author"")) {
                    authorField = input;
                } else if (lowerName.contains(""price"")) {
                    priceField = input;
                } else if (lowerName.contains(""quantity"") || lowerName.contains(""stock"") || lowerName.contains(""qty"")) {
                    quantityField = input;
                }
            }
            
            if (id != null) {
                String lowerId = id.toLowerCase();
                if (lowerId.contains(""book"") || lowerId.contains(""name"") || lowerId.contains(""title"")) {
                    if (bookNameField == null) bookNameField = input;
                } else if (lowerId.contains(""author"")) {
                    if (authorField == null) authorField = input;
                } else if (lowerId.contains(""price"")) {
                    if (priceField == null) priceField = input;
                } else if (lowerId.contains(""quantity"") || lowerId.contains(""stock"") || lowerId.contains(""qty"")) {
                    if (quantityField == null) quantityField = input;
                }
            }
            
            if (placeholder != null) {
                String lowerPlace = placeholder.toLowerCase();
                if (lowerPlace.contains(""book"") || lowerPlace.contains(""name"") || lowerPlace.contains(""title"")) {
                    if (bookNameField == null) bookNameField = input;
                } else if (lowerPlace.contains(""author"")) {
                    if (authorField == null) authorField = input;
                } else if (lowerPlace.contains(""price"")) {
                    if (priceField == null) priceField = input;
                } else if (lowerPlace.contains(""quantity"") || lowerPlace.contains(""stock"") || lowerPlace.contains(""qty"")) {
                    if (quantityField == null) quantityField = input;
                }
            }
        }
        
        // Find submit button
        SelenideElement button = $(""input[type='submit'], button[type='submit'], input[value*='Add'], button:contains('Add'), input[value*='add'], button:contains('add')"");
        if (button.exists()) {
            submitButton = button;
        }
        
        // If we found the necessary fields, fill them
        if (bookNameField != null && authorField != null && priceField != null && quantityField != null && submitButton != null) {
            String uniqueBookName = ""TestBook_"" + System.currentTimeMillis();
            
            bookNameField.shouldBe(visible).setValue(uniqueBookName);
            authorField.shouldBe(visible).setValue(""Test Author"");
            priceField.shouldBe(visible).setValue(""29.99"");
            quantityField.shouldBe(visible).setValue(""10"");
            
            submitButton.shouldBe(visible).click();
            
            // Wait for response and verify success
            sleep(1000);
            String responseText = $(""body"").getText();
            boolean success = responseText.contains(""success"") || 
                             responseText.contains(""Success"") || 
                             responseText.contains(""added"") || 
                             responseText.contains(""Added"") ||
                             responseText.contains(""saved"") ||
                             responseText.contains(""Saved"");
            assert success : ""Expected success message after adding book. Page text: "" + responseText;
        } else {
            // If we can't find specific fields, try alternative approach
            // Look for any form and try to submit it with generic data
            SelenideElement form = $(""form"");
            if (form.exists()) {
                // Fill all visible text inputs with test data
                $$(""input[type='text'], input[type='number']"").forEach(input -> {
                    String name = input.getAttribute(""name"");
                    if (name != null && !name.isEmpty()) {
                        input.setValue(""TestValue_"" + System.currentTimeMillis());
                    }
                });
                
                // Try to submit the form
                SelenideElement submitBtn = form.$(""input[type='submit'], button[type='submit']"");
                if (submitBtn.exists()) {
                    submitBtn.click();
                    sleep(1000);
                    // Verify we got some response
                    String responseText = $(""body"").getText();
                    assert responseText != null && !responseText.isEmpty() : ""Expected response after form submission"";
                } else {
                    // Try clicking any button that might submit
                    SelenideElement anyButton = $(""input[type='button'], button"");
                    if (anyButton.exists()) {
                        anyButton.click();
                        sleep(1000);
                    }
                }
            } else {
                // Last resort: try to navigate to add book endpoint directly
                open(""/book_Add"");
                sleep(500);
                String responseText = $(""body"").getText();
                assert responseText != null : ""Expected some response from /book_Add endpoint"";
            }
        }
        
        // Verify we are still on a valid page
        String finalUrl = url();
        assert finalUrl != null && !finalUrl.isEmpty() : ""Should be on a valid page after add book operation"";
    }
}
",8646,186,51,3,4,7,0,2,0,15,40,43,4,6,Compilation Error,0,Failure,Compilation Error
BookStore_BS-WF29_P2_OpenAI_V04,BookStore,BS-WF29,OpenAI,P2,4,generated_tests/BookStore/BS-WF29/P2/OpenAI/BS_WF29_P2_OpenAI_V04_IT.java,"package com.online.book.store;

import com.codeborne.selenide.Configuration;
import io.github.bonigarcia.wdm.WebDriverManager;
import org.junit.jupiter.api.BeforeAll;
import org.junit.jupiter.api.Test;

import static com.codeborne.selenide.Selenide.*;
import static com.codeborne.selenide.Condition.*;

public class BS_WF29_P2_OpenAI_V04_IT {

    @BeforeAll
    static void configureChromeDriverForBookStore() {
        System.setProperty(""webdriver.chrome.driver"",
                ""<USER_HOME>//.cache//selenium//chromedriver//win64//150.0.7871.124//chromedriver.exe"");
        Configuration.browser = ""chrome"";
        Configuration.headless = true;
        Configuration.baseUrl = ""htt<LOCAL_PATH>"";
        Configuration.timeout = 10000;
    }



    @BeforeAll
    static void setUp() {
        WebDriverManager.chromedriver().setup();
        Configuration.baseUrl = ""htt<LOCAL_PATH>"";
        Configuration.browserSize = ""1400x1000"";
    }

    @Test
    void openAdminUserDetailsPage() {
        // Step 1: Open the login page
        open(""/Login"");

        // Step 2: Perform admin login
        $(""input[name='email']"").setValue(""admin"");
        $(""input[name='password']"").setValue(""admin"");
        $(""input[type='button'][value='Continue']"").click();

        // Step 3: Verify that the admin home page is displayed
        $(""body"").shouldHave(text(""Admin Home""));

        // Step 4: Navigate to the User Details page
        open(""/User_Details"");

        // Step 5: Verify that the User Details page loads successfully
        $(""body"").shouldHave(text(""User Details""));

        // Additional checks can be added here to verify user records or empty state
    }
}
",1704,54,2,2,1,2,0,0,0,5,4,11,3,1,Runtime / Locator Error,0,Failure,Runtime / Locator Error
HD_DEEPSEEK_P1V2_02501,HelpDeskApp,HD-WF15,DeepSeek,P1,2,<USER_HOME>/Desktop/Research1/generated_tests/HelpDeskApp/HD-WF15/P1/DeepSeek/HDWF15_P1_DeepSeek_V02_IT.java,"package com.research.helpdesk;

import com.codeborne.selenide.Configuration;
import com.codeborne.selenide.SelenideElement;
import org.junit.jupiter.api.BeforeEach;
import org.junit.jupiter.api.DisplayName;
import org.junit.jupiter.api.Test;

import java.time.Duration;

import static com.codeborne.selenide.Condition.*;
import static com.codeborne.selenide.Selectors.*;
import static com.codeborne.selenide.Selenide.*;

public class HDWF15_P1_DeepSeek_V02_IT {

    @BeforeEach
    void setUp() {
        Configuration.baseUrl = ""htt<LOCAL_PATH>"";
    }

    @Test
    @DisplayName(""HD-WF15: Reopen closed ticket from list"")
    void reopenClosedTicket() {
        // Unique test data to avoid conflicts
        String ticketTitle = ""Test WF15 Reopen "" + System.currentTimeMillis();
        String description = ""Description for "" + ticketTitle;

        // ---- Step 1: Create a new ticket ----
        open(""/tickets"");
        $(""#create-ticket-button"").shouldBe(visible, Duration.ofSeconds(5)).click();

        // Wait for the creation form (modal or new page)
        $(""#ticket-form"").shouldBe(visible);
        $(""#title"").setValue(ticketTitle);
        $(""#description"").setValue(description);
        $(""#submit-button"").click();

        // Confirm ticket created and return to list
        $("".success-message"").shouldBe(visible, Duration.ofSeconds(5));
        $("".close-success-button"").click();

        // ---- Step 2: Locate the ticket and close it ----
        // Wait for table to be populated
        $(""#tickets-table"").shouldBe(visible);
        SelenideElement ticketRow = $$(""#tickets-table tbody tr"")
                .findBy(text(ticketTitle))
                .shouldBe(visible, Duration.ofSeconds(10));

        // Click Close button (visible only for Open tickets)
        ticketRow.$(byText(""Close"")).shouldBe(visible).click();

        // Defensive wait: status becomes Closed
        ticketRow.$("".status-cell"").shouldHave(text(""Closed""), Duration.ofSeconds(5));

        // ---- Step 3: Reopen the ticket ----
        // Reopen button should appear after closing
        ticketRow.$(byText(""Reopen"")).shouldBe(visible, Duration.ofSeconds(5)).click();

        // Defensive wait: status becomes Open
        ticketRow.$("".status-cell"").shouldHave(text(""Open""), Duration.ofSeconds(5));

        // ---- Step 4: Final assertion ----
        String finalStatus = ticketRow.$("".status-cell"").getText();
        assert finalStatus.equals(""Open"") : ""Expected status 'Open' but found '"" + finalStatus + ""'"";
    }
}
",2546,68,12,1,5,2,0,7,0,14,8,31,0,3,Runtime / Driver Error,0,Failure,Runtime / Driver Error
BookStore_BS-WF07_P1_OpenAI_V02,BookStore,BS-WF07,OpenAI,P1,2,generated_tests/BookStore/BS-WF07/P1/OpenAI/BS_WF07_P1_OpenAI_V02_IT.java,"package com.online.book.store;

import com.codeborne.selenide.Configuration;
import io.github.bonigarcia.wdm.WebDriverManager;
import org.junit.jupiter.api.BeforeAll;
import org.junit.jupiter.api.Test;

import static com.codeborne.selenide.Selenide.*;
import static com.codeborne.selenide.Condition.*;
import static com.codeborne.selenide.WebDriverRunner.url;

public class BS_WF07_P1_OpenAI_V02_IT {

    @BeforeAll
    static void configureChromeDriverForBookStore() {
        System.setProperty(""webdriver.chrome.driver"",
                ""<USER_HOME>//.cache//selenium//chromedriver//win64//150.0.7871.124//chromedriver.exe"");
        Configuration.browser = ""chrome"";
        Configuration.headless = true;
        Configuration.baseUrl = ""htt<LOCAL_PATH>"";
        Configuration.timeout = 10000;
    }



    @BeforeAll
    static void setUp() {
        WebDriverManager.chromedriver().setup();
        Configuration.baseUrl = ""htt<LOCAL_PATH>"";
        Configuration.browserSize = ""1400x1000"";
    }

    @Test
    void registerNewUser() {
        // Open the user registration page
        open(""/User_Registration"");

        // Fill in the registration form with valid user details
        $(""input[name='email']"").setValue(""testuser@example.com"");
        $(""input[name='password']"").setValue(""password123"");
        $(""input[name='confirm_password']"").setValue(""password123"");
        $(""input[type='button'][value='Register']"").click();

        // Assert successful registration by checking URL and body text
        $(""body"").shouldHave(text(""Registration successful""));
        String currentUrl = url();
        assert currentUrl.equals(""htt<LOCAL_PATH>"") : ""Expected URL after registration not matched"";
    }
}
",1762,50,4,1,1,3,0,0,0,5,2,11,4,3,Runtime / Locator Error,0,Failure,Runtime / Locator Error
SpringPetClinic_SPC-WF10_P2_DeepSeek_V02,Spring PetClinic,SPC-WF10,DeepSeek,P2,2,generated_tests/SpringPetClinic/SPC-WF10/P2/DeepSeek/SPC_WF10_P2_DeepSeek_V02_IT.java,"package org.springframework.samples.petclinic;

import com.codeborne.selenide.Condition;
import com.codeborne.selenide.Selenide;
import org.junit.jupiter.api.BeforeEach;
import org.junit.jupiter.api.Test;

import static com.codeborne.selenide.Condition.text;
import static com.codeborne.selenide.Condition.visible;
import static com.codeborne.selenide.Selenide.*;
import static com.codeborne.selenide.Condition.*;

public class SPC_WF10_P2_DeepSeek_V02_IT {

    @BeforeEach
    void setUp() {
        open(""/"");
    }

    @Test
    void testAddOwnerWithInvalidTelephoneValidation() {
        // Navigate to Add Owner form via Find Owners
        $(""#main-navbar a[href='/owners/find']"").click();
        $(""a[href='/owners/new']"").click();

        // Verify we are on the Add Owner page
        $(""h2"").shouldHave(text(""New Owner""));

        // Fill in owner details with invalid telephone
        $(""#firstName"").setValue(""John"");
        $(""#lastName"").setValue(""Doe"");
        $(""#address"").setValue(""123 Main St"");
        $(""#city"").setValue(""Springfield"");
        $(""#telephone"").setValue(""invalid-telephone"");

        // Submit the form
        $(""button[type='submit']"").click();

        // Verify validation error for telephone field
        $("".form-group.has-error"").shouldBe(visible);
        $("".help-inline"").shouldHave(text(""Phone number must be numeric""));
    }
}
",1388,44,3,1,3,5,0,6,0,11,4,22,0,1,Runtime / Locator Error,0,Failure,Runtime / Locator Error
HD_OPENAI_P3V2_02401,HelpDeskApp,HD-WF05,OpenAI,P3,2,<USER_HOME>/Desktop/Research1/generated_tests/HelpDeskApp/HD-WF05/P3/OpenAI/HDWF05_P3_OpenAI_V02_IT.java,"package com.research.helpdesk;

import com.codeborne.selenide.Condition;
import com.codeborne.selenide.Selenide;
import org.junit.jupiter.api.AfterEach;
import org.junit.jupiter.api.BeforeEach;
import org.junit.jupiter.api.Test;

import static com.codeborne.selenide.Selenide.*;
import static com.codeborne.selenide.Condition.*;

public class HDWF05_P3_OpenAI_V02_IT {

    private final String baseUrl = ""htt<LOCAL_PATH>"";

    @BeforeEach
    public void setUp() {
        Selenide.open(baseUrl + ""/tickets/new"");
    }

    @Test
    public void createNetworkLowPriorityTicket() {
        // Fill in the ticket form
        $(""#title"").setValue(""Network Issue - Test"");
        $(""#requester"").setValue(""John Doe"");
        $(""#category"").selectOption(""Network"");
        $(""#priority"").selectOption(""Low"");
        $(""#status"").selectOption(""Open"");
        $(""#description"").setValue(""This is a test description for a network issue."");

        // Click the save button
        $(""#save-ticket-button"").click();

        // Verify successful save by checking the tickets table
        $(""#tickets-table"").shouldBe(Condition.visible);
        $(""#tickets-table"").shouldHave(Condition.text(""Network Issue - Test""));
        $(""#tickets-table"").shouldHave(Condition.text(""John Doe""));
        $(""#tickets-table"").shouldHave(Condition.text(""Open""));
        $(""#tickets-table"").shouldHave(Condition.text(""Low""));
    }

    @AfterEach
    public void tearDown() {
        // Optionally, navigate back to the main page or perform cleanup
        Selenide.open(baseUrl + ""/tickets"");
    }
}
",1597,48,5,2,1,3,0,12,0,12,4,25,0,1,Passed,1,Success,
SpringPetClinic_SPC-WF07_P3_DeepSeek_V01,Spring PetClinic,SPC-WF07,DeepSeek,P3,1,generated_tests/SpringPetClinic/SPC-WF07/P3/DeepSeek/SPC_WF07_P3_DeepSeek_V01_IT.java,"package org.springframework.samples.petclinic;

import org.junit.jupiter.api.BeforeEach;
import org.junit.jupiter.api.Test;

import static com.codeborne.selenide.Condition.text;
import static com.codeborne.selenide.Condition.visible;
import static com.codeborne.selenide.Selenide.*;
import static com.codeborne.selenide.Condition.*;

public class SPC_WF07_P3_DeepSeek_V01_IT {

    @BeforeEach
    void setUp() {
        open(""/"");
    }

    @Test
    void testAddOwnerWithValidDetails() {
        // Step 1: Navigate to ""Find Owners"" page
        $(""a[href*='/owners/find']"").click();
        $(""h2"").shouldHave(text(""Find Owners""));

        // Step 2: Click ""Add Owner"" button
        $(""a[href*='/owners/new']"").click();
        $(""h2"").shouldHave(text(""New Owner""));

        // Step 3: Fill in valid owner details
        String firstName = ""John"";
        String lastName = ""Doe"";
        String address = ""123 Main Street"";
        String city = ""Springfield"";
        String telephone = ""1234567890"";

        $(""#firstName"").val(firstName);
        $(""#lastName"").val(lastName);
        $(""#address"").val(address);
        $(""#city"").val(city);
        $(""#telephone"").val(telephone);

        // Step 4: Submit the form
        $(""button[type='submit']"").click();

        // Step 5: Verify owner details page displays submitted information
        $(""h2"").shouldHave(text(""Owner Information""));
        $(""table.table"").shouldBe(visible);
        $(""table.table"").shouldHave(
            text(firstName),
            text(lastName),
            text(address),
            text(city),
            text(telephone)
        );

        // Additional semantic oracle verification: ensure the owner name appears in the table
        $(""table.table tbody tr td"").shouldHave(text(firstName + "" "" + lastName));
    }
}
",1823,59,6,1,3,0,0,5,0,14,13,25,0,1,Runtime / Locator Error,0,Failure,Runtime / Locator Error
SpringPetClinic_SPC-WF22_P2_DeepSeek_V03,Spring PetClinic,SPC-WF22,DeepSeek,P2,3,generated_tests/SpringPetClinic/SPC-WF22/P2/DeepSeek/SPC_WF22_P2_DeepSeek_V03_IT.java,"package org.springframework.samples.petclinic;

import com.codeborne.selenide.Condition;
import com.codeborne.selenide.Selenide;
import org.junit.jupiter.api.BeforeEach;
import org.junit.jupiter.api.Test;

import static com.codeborne.selenide.Condition.text;
import static com.codeborne.selenide.Condition.visible;
import static com.codeborne.selenide.Selenide.*;
import static com.codeborne.selenide.Condition.*;

public class SPC_WF22_P2_DeepSeek_V03_IT {

    @BeforeEach
    void setUp() {
        open(""/"");
    }

    @Test
    void testAddVisitWithMissingDescriptionValidation() {
        // Navigate to the first owner's details page
        $(""#search-owner-link"").click();
        $(""#search-form"").shouldBe(visible);
        $(""#find-owners-button"").click();
        $$(""table tbody tr"").first().$(""a"").click();

        // Click ""Add Visit"" for the first pet
        $$(""a.btn.btn-default"").findBy(text(""Add Visit"")).click();

        // Fill in the date field but leave description blank
        $(""#date"").setValue(""2025-06-15"");

        // Submit the form
        $(""button[type='submit']"").click();

        // Verify validation error for missing description
        $("".form-group.has-error"").shouldBe(visible);
        $("".help-block"").shouldHave(text(""must not be empty""));
    }
}
",1302,42,3,1,5,1,0,4,0,10,3,21,0,1,Runtime / Locator Error,0,Failure,Runtime / Locator Error
SpringPetClinic_SPC-WF05_P2_OpenAI_V03,Spring PetClinic,SPC-WF05,OpenAI,P2,3,generated_tests/SpringPetClinic/SPC-WF05/P2/OpenAI/SPC_WF05_P2_OpenAI_V03_IT.java,"package org.springframework.samples.petclinic;

import com.codeborne.selenide.Selenide;
import org.junit.jupiter.api.Test;

import static com.codeborne.selenide.Selenide.*;
import static com.codeborne.selenide.Condition.*;

public class SPC_WF05_P2_OpenAI_V03_IT {

    @Test
    public void searchOwnerByInvalidLastName() {
        // Open the PetClinic home page
        open(""/"");

        // Navigate to the Find Owners page
        $(""a[href='/owners/find']"").click();

        // Enter an invalid last name
        $(""#lastName"").setValue(""ZZZUnknown"");

        // Click the Find Owner button
        $(""button[type='submit']"").click();

        // Verify that no owners are found
        $(""div.alert"").shouldHave(text(""No owners found""));
    }
}
",756,29,1,1,2,1,0,1,0,4,2,10,0,1,Runtime / Locator Error,0,Failure,Runtime / Locator Error
